Year,Country,Christians,Muslims,Unaffiliated,Hindus,Buddhists,Folk Religions,Other Religions,Jews,All Religions
2010,Afghanistan,30000,31330000,<10000,10000,<10000,<10000,20000,<10000,31410000
2010,Albania,580000,2570000,50000,<10000,<10000,<10000,<10000,<10000,3200000
2010,Algeria,60000,34730000,660000,<10000,<10000,10000,<10000,<10000,35470000
2010,American Samoa,50000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,60000
2010,Andorra,70000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,80000
2010,Angola,17270000,40000,980000,<10000,<10000,790000,<10000,<10000,19080000
2010,Anguilla,10000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,10000
2010,Antigua and Barbuda,80000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,90000
2010,Argentina,34420000,400000,4920000,<10000,20000,330000,120000,200000,40410000
2010,Armenia,3050000,<10000,40000,<10000,<10000,<10000,<10000,<10000,3090000
2010,Aruba,100000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,110000
2010,Australia,14980000,540000,5390000,310000,600000,150000,180000,110000,22270000
2010,Austria,6750000,450000,1130000,<10000,20000,<10000,10000,10000,8390000
2010,Azerbaijan,280000,8900000,<10000,<10000,<10000,<10000,<10000,<10000,9190000
2010,Bahamas,330000,<10000,10000,<10000,<10000,<10000,<10000,<10000,340000
2010,Bahrain,180000,890000,20000,120000,30000,<10000,<10000,<10000,1260000
2010,Bangladesh,450000,134430000,<10000,12680000,920000,100000,100000,<10000,148690000
2010,Barbados,260000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,270000
2010,Belarus,6830000,20000,2740000,<10000,<10000,<10000,<10000,<10000,9600000
2010,Belgium,6880000,630000,3110000,<10000,30000,20000,10000,30000,10710000
2010,Belize,270000,<10000,30000,<10000,<10000,<10000,<10000,<10000,310000
2010,Benin,4690000,2110000,450000,<10000,<10000,1600000,<10000,<10000,8850000
2010,Bermuda,50000,<10000,10000,<10000,<10000,<10000,<10000,<10000,60000
2010,Bhutan,<10000,<10000,<10000,160000,540000,10000,<10000,<10000,730000
2010,Bolivia,9330000,<10000,400000,<10000,<10000,90000,100000,<10000,9930000
2010,Bosnia-Herzegovina,1970000,1700000,90000,<10000,<10000,<10000,<10000,<10000,3760000
2010,Botswana,1450000,<10000,410000,<10000,<10000,120000,10000,<10000,2010000
2010,Brazil,173300000,40000,15410000,<10000,250000,5540000,300000,110000,194950000
2010,British Virgin Islands,20000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,30000
2010,Brunei,40000,300000,<10000,<10000,30000,20000,<10000,<10000,400000
2010,Bulgaria,6150000,1020000,310000,<10000,<10000,<10000,<10000,<10000,7490000
2010,Burkina Faso,3710000,10150000,70000,<10000,<10000,2530000,<10000,<10000,16470000
2010,Burundi,7670000,230000,<10000,<10000,<10000,480000,<10000,<10000,8380000
2010,Cambodia,50000,280000,30000,<10000,13690000,80000,<10000,<10000,14140000
2010,Cameroon,13780000,3590000,1050000,<10000,<10000,650000,530000,<10000,19600000
2010,Canada,23470000,710000,8050000,470000,280000,390000,300000,350000,34020000
2010,Cape Verde,440000,<10000,50000,<10000,<10000,<10000,<10000,<10000,500000
2010,Cayman Islands,50000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,60000
2010,Central African Republic,3940000,370000,40000,<10000,<10000,40000,<10000,<10000,4400000
2010,Chad,4560000,6210000,280000,<10000,<10000,160000,20000,<10000,11230000
2010,Channel Islands,130000,<10000,20000,<10000,<10000,<10000,<10000,<10000,150000
2010,Chile,15300000,<10000,1470000,<10000,10000,260000,30000,20000,17110000
2010,China,68410000,24690000,700680000,20000,244110000,294300000,9080000,<10000,1341310000
2010,Colombia,42810000,10000,3050000,<10000,<10000,370000,40000,<10000,46290000
2010,Comoros,<10000,720000,<10000,<10000,<10000,<10000,<10000,<10000,730000
2010,Republic of the Congo,3470000,50000,360000,<10000,<10000,110000,40000,<10000,4040000
2010,Democratic Republic of the Congo,63210000,970000,1170000,30000,<10000,490000,100000,<10000,65970000
2010,Cook Islands,20000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,20000
2010,Costa Rica,4230000,<10000,370000,<10000,<10000,40000,10000,<10000,4660000
2010,Ivory Coast,8710000,7390000,1570000,<10000,<10000,2020000,30000,<10000,19740000
2010,Croatia,4110000,60000,230000,<10000,<10000,<10000,<10000,<10000,4400000
2010,Cuba,6670000,<10000,2590000,20000,<10000,1960000,<10000,<10000,11260000
2010,Cyprus,810000,280000,10000,<10000,<10000,<10000,<10000,<10000,1100000
2010,Czech Republic,2450000,<10000,8020000,<10000,<10000,<10000,<10000,<10000,10490000
2010,Denmark,4630000,230000,650000,20000,10000,<10000,<10000,<10000,5550000
2010,Djibouti,20000,860000,<10000,<10000,<10000,<10000,<10000,<10000,890000
2010,Dominica,70000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,70000
2010,Dominican Republic,8740000,<10000,1080000,<10000,<10000,90000,10000,<10000,9930000
2010,Ecuador,13610000,<10000,800000,<10000,<10000,40000,<10000,<10000,14460000
2010,Egypt,4120000,76990000,<10000,<10000,<10000,<10000,<10000,<10000,81120000
2010,El Salvador,5460000,<10000,680000,<10000,<10000,30000,20000,<10000,6190000
2010,Equatorial Guinea,620000,30000,30000,<10000,<10000,10000,<10000,<10000,700000
2010,Eritrea,3310000,1920000,<10000,<10000,<10000,20000,<10000,<10000,5250000
2010,Estonia,540000,<10000,800000,<10000,<10000,<10000,<10000,<10000,1340000
2010,Ethiopia,52070000,28680000,50000,<10000,<10000,2130000,<10000,<10000,82950000
2010,Faeroe Islands,50000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,50000
2010,Falkland Islands (Malvinas),<10000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,<10000
2010,Fiji,550000,50000,<10000,240000,<10000,<10000,<10000,<10000,860000
2010,Finland,4300000,40000,1020000,<10000,<10000,<10000,<10000,<10000,5360000
2010,France,39560000,4710000,17580000,30000,280000,220000,100000,310000,62790000
2010,French Guiana,200000,<10000,<10000,<10000,<10000,20000,<10000,<10000,230000
2010,French Polynesia,250000,<10000,10000,<10000,<10000,<10000,<10000,<10000,270000
2010,Gabon,1150000,170000,80000,<10000,<10000,90000,<10000,<10000,1510000
2010,Gambia,80000,1640000,<10000,<10000,<10000,<10000,<10000,<10000,1730000
2010,Georgia,3850000,470000,30000,<10000,<10000,<10000,<10000,<10000,4350000
2010,Germany,56540000,4760000,20350000,80000,210000,40000,100000,230000,82300000
2010,Ghana,18260000,3860000,1020000,<10000,<10000,1200000,40000,<10000,24390000
2010,Gibraltar,30000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,30000
2010,Greece,10010000,610000,700000,20000,<10000,10000,<10000,<10000,11360000
2010,Greenland,50000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,60000
2010,Grenada,100000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,100000
2010,Guadeloupe,440000,<10000,10000,<10000,<10000,<10000,<10000,<10000,460000
2010,Guam,170000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,180000
2010,Guatemala,13690000,<10000,590000,<10000,<10000,80000,10000,<10000,14390000
2010,Guinea,1090000,8430000,180000,<10000,<10000,270000,<10000,<10000,9980000
2010,Guinea-Bissau,300000,680000,70000,<10000,<10000,470000,<10000,<10000,1520000
2010,Guyana,500000,50000,10000,190000,<10000,<10000,<10000,<10000,750000
2010,Haiti,8690000,<10000,1060000,<10000,<10000,220000,30000,<10000,9990000
2010,Vatican City,<10000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,<10000
2010,Honduras,6660000,10000,790000,<10000,<10000,80000,40000,<10000,7600000
2010,Hong Kong,1010000,130000,3950000,30000,930000,900000,110000,<10000,7050000
2010,Hungary,8090000,<10000,1860000,<10000,<10000,<10000,<10000,10000,9980000
2010,Iceland,300000,<10000,10000,<10000,<10000,<10000,<10000,<10000,320000
2010,India,31130000,176200000,870000,973750000,9250000,5850000,27560000,10000,1224620000
2010,Indonesia,23660000,209120000,240000,4050000,1720000,750000,340000,<10000,239870000
2010,Iran,110000,73570000,110000,20000,<10000,<10000,150000,<10000,73980000
2010,Iraq,270000,31340000,40000,<10000,<10000,<10000,20000,<10000,31670000
2010,Ireland,4110000,50000,280000,10000,<10000,<10000,<10000,<10000,4470000
2010,Isle of Man,70000,<10000,10000,<10000,<10000,<10000,<10000,<10000,80000
2010,Israel,150000,1380000,230000,<10000,20000,20000,<10000,5610000,7420000
2010,Italy,50440000,2220000,7500000,90000,110000,80000,60000,50000,60550000
2010,Jamaica,2120000,<10000,470000,<10000,<10000,120000,30000,<10000,2740000
2010,Japan,2030000,200000,72120000,30000,45820000,450000,5890000,<10000,126540000
2010,Jordan,130000,6010000,<10000,<10000,20000,<10000,<10000,<10000,6190000
2010,Kazakhstan,3970000,11290000,670000,<10000,40000,50000,20000,<10000,16030000
2010,Kenya,34340000,3920000,1000000,60000,<10000,690000,500000,<10000,40510000
2010,Kiribati,90000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,100000
2010,Kosovo,110000,1660000,<10000,<10000,<10000,<10000,<10000,<10000,1770000
2010,Kuwait,390000,2030000,<10000,230000,80000,<10000,<10000,<10000,2740000
2010,Kyrgyzstan,610000,4690000,20000,<10000,<10000,<10000,<10000,<10000,5330000
2010,Laos,90000,<10000,50000,<10000,4100000,1910000,50000,<10000,6200000
2010,Latvia,1260000,<10000,990000,<10000,<10000,<10000,<10000,<10000,2250000
2010,Lebanon,1620000,2590000,10000,<10000,<10000,<10000,<10000,<10000,4230000
2010,Lesotho,2100000,<10000,70000,<10000,<10000,<10000,<10000,<10000,2170000
2010,Liberia,3430000,480000,60000,<10000,<10000,20000,<10000,<10000,3990000
2010,Libya,170000,6140000,10000,<10000,20000,<10000,<10000,<10000,6360000
2010,Liechtenstein,30000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,40000
2010,Lithuania,2980000,<10000,330000,<10000,<10000,<10000,<10000,<10000,3320000
2010,Luxembourg,360000,10000,140000,<10000,<10000,<10000,<10000,<10000,510000
2010,Macau,40000,<10000,80000,<10000,90000,320000,<10000,<10000,540000
2010,Republic of Macedonia,1220000,810000,30000,<10000,<10000,<10000,<10000,<10000,2060000
2010,Madagascar,17680000,620000,1440000,10000,<10000,940000,20000,<10000,20710000
2010,Malawi,12320000,1930000,370000,<10000,<10000,260000,<10000,<10000,14900000
2010,Malaysia,2670000,18100000,190000,1720000,5010000,650000,60000,<10000,28400000
2010,Maldives,<10000,310000,<10000,<10000,<10000,<10000,<10000,<10000,320000
2010,Mali,370000,14510000,70000,<10000,<10000,410000,<10000,<10000,15370000
2010,Malta,400000,<10000,10000,<10000,<10000,<10000,<10000,<10000,420000
2010,Marshall Islands,50000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,50000
2010,Martinique,390000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,410000
2010,Mauritania,<10000,3430000,<10000,<10000,<10000,20000,<10000,<10000,3460000
2010,Mauritius,420000,220000,<10000,630000,<10000,<10000,<10000,<10000,1300000
2010,Mayotte,<10000,200000,<10000,<10000,<10000,<10000,<10000,<10000,200000
2010,Mexico,107910000,<10000,5330000,<10000,<10000,70000,20000,70000,113420000
2010,Federated States of Micronesia,110000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,110000
2010,Moldova,3480000,20000,50000,<10000,<10000,<10000,<10000,20000,3570000
2010,Monaco,30000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,40000
2010,Mongolia,60000,90000,990000,<10000,1520000,100000,<10000,<10000,2760000
2010,Montenegro,490000,120000,20000,<10000,<10000,<10000,<10000,<10000,630000
2010,Montserrat,<10000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,<10000
2010,Morocco,20000,31930000,<10000,<10000,<10000,<10000,<10000,<10000,31950000
2010,Mozambique,13260000,4200000,4200000,<10000,<10000,1720000,<10000,<10000,23390000
2010,Burma (Myanmar),3750000,1900000,240000,820000,38410000,2760000,80000,<10000,47960000
2010,Namibia,2230000,<10000,40000,<10000,<10000,<10000,<10000,<10000,2280000
2010,Nauru,<10000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,10000
2010,Nepal,140000,1370000,80000,24170000,3080000,1100000,20000,<10000,29960000
2010,Netherlands,8410000,1000000,6990000,80000,40000,30000,30000,30000,16610000
2010,New Caledonia,210000,<10000,30000,<10000,<10000,<10000,<10000,<10000,250000
2010,New Zealand,2490000,50000,1600000,90000,70000,20000,30000,<10000,4370000
2010,Nicaragua,4970000,<10000,730000,<10000,<10000,80000,<10000,<10000,5790000
2010,Niger,120000,15270000,110000,<10000,<10000,<10000,<10000,<10000,15510000
2010,Nigeria,78050000,77300000,680000,<10000,10000,2290000,90000,<10000,158420000
2010,Niue,<10000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,<10000
2010,North Korea,480000,<10000,17350000,<10000,370000,3000000,3140000,<10000,24350000
2010,Northern Mariana Islands,40000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,50000
2010,Norway,4140000,180000,490000,20000,30000,<10000,10000,<10000,4880000
2010,Oman,180000,2390000,<10000,150000,20000,<10000,30000,<10000,2780000
2010,Pakistan,2750000,167410000,20000,3330000,20000,30000,20000,<10000,173590000
2010,Palau,20000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,20000
2010,Palestinian territories,100000,3940000,<10000,<10000,<10000,<10000,<10000,<10000,4040000
2010,Panama,3270000,30000,170000,<10000,<10000,20000,20000,10000,3520000
2010,Papua New Guinea,6800000,<10000,<10000,<10000,<10000,30000,20000,<10000,6860000
2010,Paraguay,6250000,<10000,70000,<10000,<10000,110000,10000,<10000,6450000
2010,Peru,27780000,<10000,860000,<10000,50000,290000,90000,<10000,29080000
2010,Philippines,86370000,5150000,90000,<10000,80000,1430000,130000,<10000,93260000
2010,Poland,36100000,<10000,2150000,<10000,<10000,<10000,<10000,10000,38280000
2010,Portugal,9810000,30000,800000,<10000,20000,10000,<10000,<10000,10680000
2010,Puerto Rico,3630000,<10000,70000,<10000,10000,30000,<10000,<10000,3750000
2010,Qatar,240000,1190000,20000,240000,50000,<10000,10000,<10000,1760000
2010,Reunion,740000,40000,20000,40000,<10000,<10000,<10000,<10000,850000
2010,Romania,21380000,70000,20000,<10000,<10000,<10000,<10000,<10000,21490000
2010,Russia,104750000,14290000,23180000,30000,170000,310000,<10000,230000,142960000
2010,Rwanda,9920000,190000,380000,<10000,<10000,100000,20000,<10000,10620000
2010,St. Helena,<10000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,<10000
2010,St. Kitts and Nevis,50000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,50000
2010,St. Lucia,160000,<10000,10000,<10000,<10000,<10000,<10000,<10000,170000
2010,St. Pierre and Miquelon,<10000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,<10000
2010,St. Vincent and the Grenadines,100000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,110000
2010,Samoa,180000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,180000
2010,San Marino,30000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,30000
2010,Sao Tome and Principe,140000,<10000,20000,<10000,<10000,<10000,<10000,<10000,170000
2010,Saudi Arabia,1200000,25520000,180000,310000,90000,70000,70000,<10000,27450000
2010,Senegal,450000,11980000,<10000,<10000,<10000,<10000,<10000,<10000,12430000
2010,Serbia,7490000,330000,260000,<10000,<10000,<10000,<10000,<10000,8090000
2010,Seychelles,90000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,90000
2010,Sierra Leone,1230000,4580000,<10000,<10000,<10000,50000,<10000,<10000,5870000
2010,Singapore,920000,730000,830000,260000,1730000,120000,490000,<10000,5090000
2010,Slovakia,4660000,<10000,780000,<10000,<10000,<10000,<10000,<10000,5460000
2010,Slovenia,1590000,70000,370000,<10000,<10000,<10000,<10000,<10000,2030000
2010,Solomon Islands,520000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,540000
2010,Somalia,<10000,9310000,<10000,<10000,<10000,<10000,<10000,<10000,9330000
2010,South Africa,40710000,860000,7450000,570000,100000,210000,170000,70000,50130000
2010,South Korea,14170000,100000,22340000,<10000,11050000,400000,110000,<10000,48180000
2010,Spain,36240000,980000,8740000,20000,<10000,20000,10000,60000,46080000
2010,Sri Lanka,1530000,2040000,<10000,2830000,14450000,<10000,<10000,<10000,20860000
2010,Sudan,1810000,30490000,350000,<10000,<10000,950000,<10000,<10000,33600000
2010,Suriname,270000,80000,30000,100000,<10000,30000,<10000,<10000,520000
2010,Swaziland,1040000,<10000,120000,<10000,<10000,10000,<10000,<10000,1190000
2010,Sweden,6310000,430000,2540000,20000,40000,20000,20000,10000,9380000
2010,Switzerland,5570000,380000,1600000,40000,40000,<10000,10000,20000,7660000
2010,Syria,1060000,18930000,420000,<10000,<10000,<10000,<10000,<10000,20410000
2010,Taiwan,1280000,10000,2950000,<10000,4950000,10260000,3760000,<10000,23220000
2010,Tajikistan,110000,6650000,100000,<10000,<10000,<10000,<10000,<10000,6880000
2010,Tanzania,27540000,15770000,650000,50000,<10000,800000,30000,<10000,44840000
2010,Thailand,600000,3770000,190000,70000,64420000,60000,<10000,<10000,69120000
2010,Timor-Leste,1120000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,1120000
2010,Togo,2640000,840000,370000,<10000,<10000,2150000,30000,<10000,6030000
2010,Tokelau,<10000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,<10000
2010,Tonga,100000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,100000
2010,Trinidad and Tobago,880000,80000,30000,300000,<10000,30000,20000,<10000,1340000
2010,Tunisia,20000,10430000,20000,<10000,<10000,<10000,<10000,<10000,10480000
2010,Turkey,320000,71330000,860000,<10000,40000,20000,150000,20000,72750000
2010,Turkmenistan,320000,4690000,30000,<10000,<10000,<10000,<10000,<10000,5040000
2010,Turks and Caicos Islands,30000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,30000
2010,Tuvalu,<10000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,<10000
2010,Uganda,28980000,3840000,170000,100000,<10000,290000,40000,<10000,33420000
2010,Ukraine,38100000,560000,6690000,10000,20000,<10000,<10000,50000,45450000
2010,United Arab Emirates,940000,5780000,90000,490000,150000,<10000,60000,<10000,7510000
2010,United Kingdom,39890000,2960000,17220000,890000,280000,60000,460000,290000,62040000
2010,United States,243060000,2770000,50980000,1790000,3570000,630000,1900000,5690000,310380000
2010,U.S. Virgin Islands,100000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,110000
2010,Uruguay,1950000,<10000,1370000,<10000,<10000,30000,<10000,<10000,3370000
2010,Uzbekistan,630000,26550000,220000,<10000,10000,10000,<10000,10000,27450000
2010,Vanuatu,220000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,240000
2010,Venezuela,25890000,90000,2900000,<10000,<10000,60000,20000,<10000,28980000
2010,Vietnam,7170000,160000,26040000,<10000,14380000,39750000,350000,<10000,87850000
2010,Wallis and Futuna,10000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,10000
2010,Western Sahara,<10000,530000,<10000,<10000,<10000,<10000,<10000,<10000,530000
2010,Yemen,40000,23830000,20000,150000,<10000,<10000,<10000,<10000,24050000
2010,Zambia,12770000,70000,70000,10000,<10000,40000,120000,<10000,13090000
2010,Zimbabwe,10930000,110000,990000,<10000,<10000,480000,40000,10000,12570000
2010,South Sudan,6010000,610000,50000,<10000,<10000,3270000,<10000,<10000,9950000
2010,Curacao,140000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,150000
2010,Sint Maarten,40000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,40000
2010,Caribbean Netherlands,20000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,20000
2020,All Countries,2382750000,1907110000,1193750000,1161440000,506990000,429640000,60990000,14660000,7657330000
2020,All Countries,277270000,4890000,71270000,3120000,4540000,1300000,3200000,6120000,371700000
2020,All Countries,585850000,890000,52430000,690000,440000,11540000,1070000,480000,653390000
2020,All Countries,534970000,50470000,148410000,1710000,1670000,1050000,970000,1370000,740600000
2020,All Countries,14600000,381140000,2480000,2350000,760000,1350000,250000,6380000,409310000
2020,All Countries,650240000,329740000,31330000,1650000,170000,33440000,2280000,90000,1048930000
2020,All Countries,319830000,1139990000,887840000,1151920000,499410000,380970000,53220000,210000,4433390000
2020,Afghanistan,40000,40610000,<10000,10000,<10000,<10000,30000,<10000,40720000
2020,Albania,540000,2640000,30000,<10000,<10000,<10000,<10000,<10000,3220000
2020,Algeria,70000,39430000,740000,<10000,<10000,10000,<10000,<10000,40270000
2020,American Samoa,60000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,60000
2020,Andorra,70000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,80000
2020,Angola,22190000,50000,1270000,<10000,<10000,1020000,<10000,<10000,24530000
2020,Anguilla,10000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,20000
2020,Antigua and Barbuda,90000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,100000
2020,Argentina,37420000,410000,5320000,<10000,20000,330000,120000,200000,43830000
2020,Armenia,3180000,<10000,40000,<10000,<10000,<10000,<10000,<10000,3230000
2020,Aruba,100000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,110000
2020,Australia,15090000,740000,6990000,410000,720000,180000,210000,120000,24450000
2020,Austria,6720000,530000,1250000,<10000,20000,<10000,10000,20000,8580000
2020,Azerbaijan,260000,9870000,<10000,<10000,<10000,<10000,<10000,<10000,10150000
2020,Bahamas,360000,<10000,10000,<10000,<10000,<10000,<10000,<10000,380000
2020,Bahrain,210000,1020000,30000,150000,50000,<10000,<10000,<10000,1460000
2020,Bangladesh,520000,153010000,<10000,13790000,1040000,120000,120000,<10000,168580000
2020,Barbados,270000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,280000
2020,Belarus,6650000,50000,2690000,<10000,<10000,<10000,<10000,<10000,9410000
2020,Belgium,6590000,810000,3370000,10000,40000,30000,10000,30000,10890000
2020,Belize,330000,<10000,30000,<10000,<10000,<10000,<10000,<10000,380000
2020,Benin,6010000,2830000,600000,<10000,<10000,2050000,<10000,<10000,11500000
2020,Bermuda,50000,<10000,10000,<10000,<10000,<10000,<10000,<10000,70000
2020,Bhutan,<10000,<10000,<10000,190000,620000,20000,<10000,<10000,830000
2020,Bolivia,11120000,<10000,480000,<10000,<10000,100000,110000,<10000,11830000
2020,Bosnia-Herzegovina,1810000,1650000,80000,<10000,<10000,<10000,<10000,<10000,3540000
2020,Botswana,1700000,20000,390000,<10000,<10000,100000,10000,<10000,2220000
2020,Brazil,185430000,40000,17620000,<10000,250000,6680000,300000,110000,210450000
2020,British Virgin Islands,30000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,30000
2020,Brunei,40000,340000,<10000,<10000,40000,30000,<10000,<10000,450000
2020,Bulgaria,5580000,980000,320000,<10000,<10000,<10000,<10000,<10000,6890000
2020,Burkina Faso,4930000,14240000,110000,<10000,<10000,3430000,<10000,<10000,22710000
2020,Burundi,9180000,290000,<10000,<10000,<10000,610000,<10000,<10000,10080000
2020,Cambodia,60000,320000,30000,<10000,15690000,90000,<10000,<10000,16210000
2020,Cameroon,16750000,4640000,1260000,<10000,<10000,760000,650000,<10000,24070000
2020,Canada,24280000,1030000,8950000,610000,370000,450000,430000,420000,36550000
2020,Cape Verde,510000,<10000,50000,<10000,<10000,<10000,<10000,<10000,570000
2020,Cayman Islands,50000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,60000
2020,Central African Republic,4770000,480000,50000,<10000,<10000,50000,<10000,<10000,5360000
2020,Chad,6040000,8090000,350000,<10000,<10000,190000,20000,<10000,14690000
2020,Channel Islands,130000,<10000,20000,<10000,<10000,<10000,<10000,<10000,150000
2020,Chile,16380000,10000,1800000,<10000,10000,270000,40000,20000,18540000
2020,China,72410000,28010000,720100000,30000,254700000,304620000,9560000,<10000,1389430000
2020,Colombia,48150000,10000,3510000,<10000,<10000,430000,40000,<10000,52160000
2020,Comoros,<10000,940000,<10000,<10000,<10000,<10000,<10000,<10000,960000
2020,Republic of the Congo,4480000,60000,410000,<10000,<10000,140000,50000,<10000,5150000
2020,Democratic Republic of the Congo,81520000,1310000,1450000,40000,<10000,620000,110000,<10000,85060000
2020,Cook Islands,20000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,20000
2020,Costa Rica,4780000,<10000,420000,<10000,<10000,40000,20000,<10000,5270000
2020,Ivory Coast,10690000,9040000,1970000,<10000,10000,2550000,40000,<10000,24320000
2020,Croatia,4010000,70000,220000,<10000,<10000,<10000,<10000,<10000,4300000
2020,Cuba,6610000,<10000,2600000,20000,<10000,1980000,<10000,<10000,11230000
2020,Cyprus,880000,300000,20000,<10000,<10000,<10000,<10000,<10000,1220000
2020,Czech Republic,2210000,20000,8280000,<10000,20000,20000,<10000,<10000,10560000
2020,Denmark,4640000,290000,680000,30000,20000,<10000,<10000,<10000,5670000
2020,Djibouti,20000,1030000,<10000,<10000,<10000,<10000,<10000,<10000,1070000
2020,Dominica,70000,<10000,<10000,<10000,<10000,<10000,<10000,<10000,70000
